bird_id,bird_reference,bird_reference_2019,bird_euring,bird_bto,bird_shorthand,bird_scheme,bird_ring_number,bird_name,bird_sex,bird_birth_year,bird_date_begin,bird_date_end,bird_rings_changed,bird_age_ringing,bird_ring_position,bird_ring_direction,bird_notes
,4643,4644,05910,,BW(R.PAL),BLB,L...916382,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4644,4645,05910,,BW(RX.AR),BLB,L...916383,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4645,4646,05910,,BW(R.PAW),BLB,L...916384,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4646,4647,05910,,BW(R.LAL),BLB,L...917664,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4647,4648,05910,,BW(RL.AR),BLB,L...916351,,F,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4648,4649,05910,,BW(R.NAD),BLB,L...916352,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4649,4650,05910,,BW(RM.AF),BLB,L...916354,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4650,4651,05910,,BW(RMA.K),BLB,L...916355,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4651,4652,05910,,BW(RM.AR),BLB,L...916356,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4652,4653,05910,,BW(RM.AJ),BLB,L...916357,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4653,4654,05910,,BW(RMA.G),BLB,L...916359,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4654,4655,05910,,BW(R.LAD),BLB,L...916360,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4655,4656,05910,,BW(R.MAA),BLB,L...916361,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4656,4657,05910,,BW(R.NAW),BLB,L...916362,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4657,4658,05910,,BW(RNA.K),BLB,L...916363,,U,,2015-07-08T00:00:00Z,,2,1,LB,U,
,4658,4659,05910,,BW(RN.AU),BLB,L...916365,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4659,4660,05910,,BW(R.MAD),BLB,L...916366,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4660,4661,05910,,BW(RL.AB),BLB,L...916367,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4661,4662,05910,,BW(RNA.V),BLB,L...916368,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4662,4663,05910,,BW(RMA.S),BLB,L...916346,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4663,4664,05910,,BW(R.NAA),BLB,L...916348,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4664,4665,05910,,BW(RNA.N),BLB,L...916345,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4665,4666,05910,,BW(RL.AM),BLB,L...916347,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4666,4667,05910,,BW(R.LAP),BLB,L...916344,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4667,4668,05910,,BW(R.MAL),BLB,L...916343,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4668,4669,05910,,BW(RN.AM),BLB,L...916342,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4669,4670,05910,,BW(R.RAL),BLB,L...916349,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4670,4671,05910,,BW(RMA.V),BLB,L...916339,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4671,4672,05910,,BW(RM.AU),BLB,L...916338,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4672,4673,05910,,BW(R.MAP),BLB,L...916337,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4673,4674,05910,,BW(R.NAL),BLB,L...916336,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4674,4675,05910,,BW(RNA.S),BLB,L...916335,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4675,4676,05910,,BW(RN.AF),BLB,L...916334,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4676,4677,05910,,BW(R.NAT),BLB,L...916333,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4677,4678,05910,,BW(RL.AF),BLB,L...916331,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4678,4679,05910,,BW(RNA.C),BLB,L...916330,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4679,4680,05910,,BW(R.LAT),BLB,L...916329,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4680,4681,05910,,BW(RMA.N),BLB,L...916328,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4681,4682,05910,,BW(R.LAW),BLB,L...916327,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4682,4683,05910,,BW(RNA.G),BLB,L...916326,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4683,4684,05910,,BW(R.LAA),BLB,L...916325,,U,,2015-07-08T00:00:00Z,,2,1,RB,,
,4684,4685,05910,,BW(R.MAT),BLB,L...916323,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4685,4686,05910,,BW(RL.AX),BLB,L...916322,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4686,4687,05910,,BW(RB.AU),BLB,L...920845,,M,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4687,4688,05910,,BW(R.BAW),BLB,L...920836,,U,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4688,4689,05910,,BW(R.BAZ),BLB,L...916126,,U,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4689,4690,05910,,BW(RCA.C),BLB,L...920898,,U,,2014-07-22T00:00:00Z,,2,1,RB,U,
,4690,4691,05910,,BW(R.CAD),BLB,L...920842,,U,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4691,4692,05910,,BW(RC.AF),BLB,L...920881,,U,,2014-07-22T00:00:00Z,,2,1,RB,U,
,4692,4693,05910,,BW(RCA.G),BLB,L...920841,,U,,2014-07-18T00:00:00Z,2019-01-12T00:00:00Z,2,1,,,
,4692,4693,05910,,BW(RCA.G),,,,U,,2019-01-12T00:00:00Z,,0,,RB,U,
,4693,4694,05910,,BW(RC.AJ),BLB,L...920880,,U,,2014-07-22T00:00:00Z,2014-09-01T00:00:00Z,2,1,RB,U,
,4694,4695,05910,,BW(RC.AM),BLB,L...920858,,U,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4695,4696,05910,,BW(RCA.N),BLB,L...920890,,M,,2014-07-22T00:00:00Z,,2,1,RB,U,
,4696,4697,05910,,BW(R.CAP),BLB,L...920864,,U,,2014-07-18T00:00:00Z,,2,1,RB,D,
,4697,4698,05910,,BW(RC.AR),BLB,L...920847,,U,,2014-07-18T00:00:00Z,,2,1,RB,D,
,4698,4699,05910,,BW(RCA.S),BLB,L...920885,,U,,2014-07-22T00:00:00Z,,2,1,RB,U,
,4699,4700,05910,,BW(R.CAT),BLB,L...920839,,U,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4700,4701,05910,,BW(RCA.V),BLB,L...920877,,U,,2014-07-22T00:00:00Z,,2,1,RB,U,
,4701,4702,05910,,BW(RC.AX),BLB,L...920853,,U,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4702,4703,05910,,BW(R.CAZ),BLB,L...920862,,U,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4703,4704,05910,,BW(R.DAD),BLB,L...916009,,U,,2014-07-28T00:00:00Z,,2,1,LB,U,
,4704,4705,05910,,BW(RD.AF),BLB,L...916011,,U,,2014-07-28T00:00:00Z,,2,1,LB,U,
,4705,4706,05910,,BW(RDA.G),BLB,L...920857,,U,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4706,4707,05910,,BW(RDA.K),BLB,L...920895,,U,,2014-07-22T00:00:00Z,,2,1,RB,U,
,4707,4708,05910,,BW(R.DAL),BLB,L...920871,,U,,2014-07-22T00:00:00Z,,2,1,RB,U,
,4708,4709,05910,,BW(RDA.S),BLB,L...920887,,U,,2014-07-22T00:00:00Z,,2,1,RB,U,
,4709,4710,05910,,BW(RD.AU),BLB,L...920900,,U,,2014-07-22T00:00:00Z,,2,1,RB,U,
,4710,4711,05910,,BW(R.DAZ),BLB,L...920894,,U,,2014-07-22T00:00:00Z,,2,1,RB,D,
,4711,4712,05920,,BW(Z.UAD),BLB,H...902070,,U,,2014-07-22T00:00:00Z,,2,1,RB,U,
,4712,4713,05910,,BW(H.BAU),BLB,L...916048,,U,,2014-09-11T00:00:00Z,,2,3,,,
,4713,4714,05920,,BW(ZVA.K),BLB,H...902066,,U,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4714,4715,05910,,BW(RJ.AF),BLB,L...916136,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4715,4716,05910,,BW(RJA.G),BLB,L...914796,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4716,4717,05910,,BW(RJ.AJ),BLB,L...916148,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4717,4718,05910,,BW(R.JAL),BLB,L...920803,,U,,2014-07-11T00:00:00Z,2014-09-01T00:00:00Z,2,1,RB,U,
,4718,4719,05910,,BW(RJ.AM),BLB,L...912684,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4719,4720,05910,,BW(RJA.N),BLB,L...920804,,F,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4720,4721,05910,,BW(R.JAP),BLB,L...914798,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4721,4722,05910,,BW(RJ.AR),BLB,L...916947,,U,,2014-07-11T00:00:00Z,,2,1,RB,D,
,4722,4723,05910,,BW(RJA.S),BLB,L...916142,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4723,4724,05910,,BW(R.JAT),BLB,L...916128,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4724,4725,05910,,BW(RJ.AU),BLB,L...914799,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4725,4726,05910,,BW(RJA.V),BLB,L...916149,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4726,4727,05910,,BW(R.JAW),BLB,L...916944,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4727,4728,05910,,BW(R.JAZ),BLB,L...920802,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4728,4729,05920,,BW(RP.AB),BLB,H...901501,,U,,2014-07-28T00:00:00Z,,2,1,LB,U,
,4729,4730,05910,,BW(R.PAD),BLB,L...916014,,U,,2014-07-28T00:00:00Z,,2,1,LB,U,
,4730,4731,05920,,BW(RP.AF),BLB,H...903102,,U,,2014-07-28T00:00:00Z,,2,1,LB,U,
,4731,4732,05910,,BW(RP.AJ),BLB,L...917680,,U,,2014-07-28T00:00:00Z,,2,1,LB,U,
,4732,4733,05920,,BW(RP.AM),BLB,H...902010,,U,,2014-07-28T00:00:00Z,,2,1,LB,U,
,4733,4734,05920,,BW(R.PAP),BLB,H...902012,,U,,2014-07-28T00:00:00Z,,2,1,LB,U,
,4734,4735,05920,,BW(RPA.V),BLB,H...903103,,U,,2014-07-28T00:00:00Z,,2,1,LB,U,
,4735,4736,05910,,BW(RXA.C),BLB,L...917580,,U,,2014-07-14T00:00:00Z,,2,1,,,
,4736,4737,05910,,BW(RX.AF),BLB,L...917581,,U,,2014-07-14T00:00:00Z,,2,1,,,
,4737,4738,05910,,BW(RXA.G),BLB,L...917558,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4738,4739,05910,,BW(RX.AJ),BLB,L...917575,,U,,2014-07-14T00:00:00Z,,2,1,,,
,4739,4740,05910,,BW(RX.AM),BLB,L...917573,,U,,2014-07-14T00:00:00Z,,2,1,,,
,4740,4741,05910,,BW(R.XAP),BLB,L...917556,,U,,2014-07-11T00:00:00Z,,2,1,,,
,4741,4742,05910,,BW(RXA.S),BLB,L...917560,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4742,4743,05910,,BW(R.XAW),BLB,L...917576,,U,,2014-07-14T00:00:00Z,,2,1,,,
,4743,4744,05920,,BW(YG.AF),BLB,H...904025,,U,,2014-07-14T00:00:00Z,,2,1,,,
,4744,4745,05920,,BW(YGA.G),BLB,H...902003,,U,,2014-07-28T00:00:00Z,2017-07-30T00:00:00Z,2,1,RB,U,
,4745,4746,05920,,BW(YGA.K),BLB,H...904019,,U,,2014-07-14T00:00:00Z,,2,1,,,
,4746,4747,05920,,BW(Y.GAL),BLB,H...903243,,U,,2014-07-28T00:00:00Z,,2,1,LB,U,
,4747,4748,05920,,BW(YG.AR),BLB,H...903238,,U,,2014-07-28T00:00:00Z,,2,1,RB,U,
,4748,4749,05920,,BW(Y.GAZ),BLB,H...902002,,U,,2014-07-28T00:00:00Z,,2,1,RB,U,
,4749,4750,05920,,BW(Y.KAL),BLB,H...903244,,U,,2014-07-28T00:00:00Z,,2,1,LB,U,
,4750,4751,05920,,BW(YK.AU),BLB,H...902073,,U,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4751,4752,05920,,BW(Z.TAA),BLB,H...903632,,U,,2014-07-18T00:00:00Z,,2,1,LB,U,
,4752,4753,05920,,BW(ZT.AB),BLB,H...902077,,U,,2014-07-22T00:00:00Z,,2,1,RB,U,
,4753,4754,05920,,BW(ZT.AF),BLB,H...902055,,U,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4754,4755,05920,,BW(Z.TAL),BLB,H...902068,,U,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4755,4756,05920,,BW(ZT.AM),BLB,H...902096,,U,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4756,4757,05920,,BW(ZTA.N),BLB,H...902089,,U,,2014-07-18T00:00:00Z,,2,1,RB,U,
,4757,4758,05920,,BW(ZT.AR),BLB,H...902098,,U,,2014-07-22T00:00:00Z,,2,1,RB,U,
,4758,4759,05920,,BW(Z.TAT),BLB,H...902081,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4759,4760,05920,,BW(ZTA.V),BLB,H...902097,,U,,2014-07-22T00:00:00Z,,2,1,RB,U,
,4760,4761,05920,,BW(Z.TAZ),BLB,H...903630,,U,,2014-07-11T00:00:00Z,,2,1,RB,U,
,4761,4762,05920,,BW(Z.CAD),BLB,H...903131,Lilian,F,,2015-05-26T00:00:00Z,,2,A,RB,D,uvabits_gps_tag.
,4762,4763,05920,,BW(Z.BAZ),BLB,H...905336,,U,,2015-07-13T00:00:00Z,,2,1,RB,U,
,4763,4764,05910,,BW(UDA.K),BLB,L...916395,,U,,2015-07-13T00:00:00Z,,2,1,RB,U,
,4764,4765,05910,,BW(RBA.S),BLB,L...916396,,U,,2015-07-13T00:00:00Z,,2,1,RB,U,
,4765,4766,05920,,BW(ZAA.K),BLB,H...905337,,U,,2015-07-13T00:00:00Z,,2,1,RB,U,
,4766,4767,05910,,BW(Z.CAA),BLB,L...916397,,U,,2015-07-13T00:00:00Z,,2,1,RB,U,
,4767,4768,05920,,BW(Z.BAT),BLB,H...905321,,U,,2015-07-10T00:00:00Z,2016-05-03T00:00:00Z,2,1,RB,U,
,4767,4768,05920,,,BLB,H...905321,,U,,2016-05-03T00:00:00Z,,1,,,,
,4768,4769,05920,,BW(ZA.AF),BLB,H...905323,,U,,2015-07-10T00:00:00Z,,2,1,RB,U,
,4769,4770,05920,,BW(FBAH),BLB,H...903130,Louise,F,,2006-07-10T00:00:00Z,2015-05-26T00:00:00Z,2,1,,,uvabits_gps_tag.
,4769,4770,05920,,BW(ZBA.C),BLB,H...903130,Louise,F,,2015-05-26T00:00:00Z,,1,A,RB,U,uvabits_gps_tag.
,4770,4771,05920,,,BLB,H...903136,,U,,2015-06-15T00:00:00Z,2015-07-10T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,4770,4771,05920,,BW(ZBA.S),BLB,H...903136,,U,,2015-07-10T00:00:00Z,,1,1,RB,U,
,4771,4772,05920,,BW(ZC.AR),BLB,H...905325,,U,,2015-07-10T00:00:00Z,,2,1,RB,U,
,4772,4773,05920,,BW(ZAA.S),BLB,H...905326,,U,,2015-07-10T00:00:00Z,,2,1,RB,U,
,4773,4774,04560,,WN(EAPA),BLB,E...422870,,U,,2015-06-05T00:00:00Z,,2,1,LB,U,
,4774,4775,05920,,,BLB,H...905359,,U,,2015-06-15T00:00:00Z,2015-06-26T00:00:00Z,0,1,,,sovon_bird_shorthand not available.
,4774,4775,05920,,BW(ZCA.N),BLB,H...905359,,U,,2015-06-26T00:00:00Z,,1,1,LB,U,
,4775,4776,05910,,BW(ZB.AB),BLB,L...917694,,U,,2015-06-26T00:00:00Z,,2,1,RB,U,
,4776,4777,05920,,BW(Z.AAH),BLB,H...905310,,U,,2015-07-06T00:00:00Z,,2,1,RB,U,
,4777,4778,05920,,BW(Z.BAD),BLB,H...905306,,U,,2015-07-03T00:00:00Z,,2,1,RB,U,
,4778,4779,05920,,BW(SLA.C),BLB,H...905365,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4779,4780,05910,,BW(RR.AM),BLB,L...917691,,M,,2015-06-15T00:00:00Z,,2,1,RB,U,
,4780,4781,05910,,BW(L.LAY),BLB,L...916265,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4781,4782,05910,,BW(MG.AM),BLB,L...916269,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4782,4783,05910,,BW(MPA.T),BLB,L...916299,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4783,4784,05920,,BW(MU.AH),BLB,H...903251,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4784,4785,05920,,BW(MP.AV),BLB,H...905347,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4785,4786,05920,,BW(MHA.T),BLB,H...903257,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4786,4787,05910,,BW(RLA.S),BLB,L...916321,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4787,4788,05910,,BW(RLA.G),BLB,L...916320,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4788,4789,05910,,BW(RLA.N),BLB,L...916318,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4789,4790,05910,,BW(R.MAW),BLB,L...916317,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4790,4791,05910,,BW(RN.AB),BLB,L...916316,,U,,2015-07-08T00:00:00Z,,2,1,RB,U,
,4791,4792,05910,,BW(RP.AX),BLB,L...916312,,U,,2015-06-29T00:00:00Z,,2,1,RB,U,
,4792,4793,05910,,BW(R.PAZ),BLB,L...916313,,U,,2015-06-29T00:00:00Z,,2,1,RB,U,
,4793,4794,05910,,BW(ZCA.S),BLB,H...905304,,U,,2015-07-03T00:00:00Z,,2,1,RB,U,
,4794,4795,05920,,BW(YV.AB),BLB,H...905307,,U,,2015-07-06T00:00:00Z,,2,1,RB,U,
,4795,4796,05920,,BW(Z.AAW),BLB,H...905309,,U,,2015-07-06T00:00:00Z,,2,1,RB,U,
,4796,4797,05910,,BW(R.SAT),BLB,L...917695,,U,,2015-07-06T00:00:00Z,,2,1,RB,U,
,4797,4798,05910,,BW(R.ZAW),BLB,L...917696,,U,,2015-07-06T00:00:00Z,,2,1,RB,U,
,4798,4799,05910,,BW(T.LAS),BLB,L...916080,,U,,2015-08-10T00:00:00Z,,2,3,LB,U,
,4799,4800,05910,,BW(P.ZAX),BLB,L...916081,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4800,4801,05910,,BW(PY.AF),BLB,L...916082,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4801,4802,05920,,BW(PZA.H),BLB,H...905360,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4802,4803,05920,,BW(MU.AT),BLB,H...905361,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4803,4804,05920,,BW(MP.AK),BLB,H...905363,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4804,4805,05910,,BW(LN.AV),BLB,L...916084,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4805,4806,05910,,BW(P.DAR),BLB,L...916085,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4806,4807,05910,,BW(N.ZAZ),BLB,L...916086,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4807,4808,05920,,BW(MPA.Z),BLB,H...905368,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4808,4809,05910,,BW(TLA.U),BLB,L...916089,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4809,4810,05910,,BW(PNA.G),BLB,L...916090,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4810,4811,05920,,BW(P.NAL),BLB,H...905371,,U,,2015-08-10T00:00:00Z,2019-04-13T00:00:00Z,2,3,,,
,4810,4811,05920,,BW(P.NAL),,,,U,,2019-04-13T00:00:00Z,,0,,RB,U,
,4811,4812,05920,,BW(PYA.N),BLB,H...905373,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4812,4813,05920,,BW(PN.AF),BLB,H...905375,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4813,4814,05920,,BW(PZ.AC),BLB,H...905376,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4814,4815,05910,,BW(LM.AU),BLB,L...916092,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4815,4816,05920,,BW(SL.AF),BLB,H...905378,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4816,4817,05910,,BW(LMA.G),BLB,L...916094,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4817,4818,05910,,BW(NJ.AY),BLB,L...916096,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4818,4819,05910,,BW(H.YAY),BLB,L...916097,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4819,4820,05920,,BW(MP.AN),BLB,H...905380,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4820,4821,05920,,BW(M.GAP),BLB,H...905381,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4821,4822,05910,,BW(NN.AZ),BLB,L...916087,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4822,4823,05910,,BW(HZA.Y),BLB,L...916088,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4823,4824,05920,,BW(M.PAB),BLB,H...905382,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4824,4825,05920,,BW(P.YAD),BLB,H...905383,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4825,4826,05910,,BW(NM.AY),BLB,L...916099,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4826,4827,05920,,BW(MG.AF),BLB,H...905384,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4827,4828,05910,,BW(M.HAM),BLB,L...916252,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4828,4829,05910,,BW(PZA.D),BLB,L...916253,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4829,4830,05920,,BW(MH.AN),BLB,H...905390,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4830,4831,05920,,BW(MHA.A),BLB,H...905393,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4831,4832,05920,,BW(M.DAF),BLB,H...905396,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4832,4833,05920,,BW(SLA.G),BLB,H...905397,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4833,4834,05920,,BW(MPA.H),BLB,H...905398,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4834,4835,05910,,BW(L.ZAY),BLB,L...916258,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4835,4836,05910,,BW(NPA.Y),BLB,L...916259,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4836,4837,05910,,BW(HPA.Y),BLB,L...916260,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4837,4838,05910,,BW(TL.AT),BLB,L...916262,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4838,4839,05910,,BW(P.YAT),BLB,L...916264,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4839,4840,05920,,BW(M.PAM),BLB,H...905400,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4840,4841,05920,,BW(PZ.AN),BLB,H...905339,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4841,4842,05920,,BW(M.HAU),BLB,H...905340,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4842,4843,05910,,BW(MHA.P),BLB,L...916268,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4843,4844,05910,,BW(P.YAP),BLB,L...916270,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4844,4845,05910,,BW(N.KAY),BLB,L...916271,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4845,4846,05910,,BW(SL.AB),BLB,L...916272,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4846,4847,05920,,BW(MS.AM),BLB,H...905341,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4847,4848,05920,,BW(PY.AX),BLB,H...905342,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4848,4849,05920,,BW(M.PAF),BLB,H...905344,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4849,4850,05920,,BW(M.PAS),BLB,H...905345,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4850,4851,05910,,BW(HR.AY),BLB,L...916276,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4851,4852,05910,,BW(KZ.AY),BLB,L...916256,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4852,4853,05910,,BW(NZ.AX),BLB,L...916261,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4853,4854,05910,,BW(TL.AX),BLB,L...916266,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4854,4855,05910,,BW(LNA.H),BLB,L...916100,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4855,4856,05920,,BW(MD.AG),BLB,H...905372,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4856,4857,05910,,BW(MUA.U),BLB,L...916273,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4857,4858,05920,,BW(M.HAR),BLB,H...905399,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4858,4859,05920,,BW(PY.AR),BLB,H...905386,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4859,4860,05910,,BW(P.YAL),BLB,L...916267,,U,,2015-08-10T00:00:00Z,2015-08-14T00:00:00Z,2,3,RB,U,
,4860,4861,05910,,BW(M.GAL),BLB,L...916091,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4861,4862,05910,,BW(PNA.N),BLB,L...916093,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4862,4863,05920,,BW(PZA.P),BLB,H...901914,,U,,2015-08-10T00:00:00Z,,2,3,RB,D,
,4863,4864,05920,,BW(MU.AW),BLB,H...903252,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4864,4865,05910,,BW(M.UAV),BLB,L...916297,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4865,4866,05920,,BW(M.HAB),BLB,H...901925,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4866,4867,05920,,BW(PZ.AV),BLB,H...905394,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
,4867,4868,05920,,BW(P.NAH),BLB,H...901912,,U,,2015-08-10T00:00:00Z,,2,3,RB,U,
